LOCATION,SITE_NAME,SHORT_NAME,LATITUDE,LONGITUDE,CH4MAX1H,CH4DLYAV,COMAX8N,COMXN8N,COMAX8O,COMAX1HR,CODLYAVG,H2SDLYAV,NMHCMX1H,NMHCDAVG,NO2MAX1H,NO2DLYAV,NOMAX1HR,NODLYAV,NOXMAX1H,NOXDLYAV,OZMAX1HR,OZHMX1HR,OZMAX8O,OZH1MX8O,OZDLYAV,OZMX8ST,OZHMX8ST,SO2MAX1H,SO2MX24N,SO2MX24O,SO2DLYAV,SULFURMX,THCMAX1H,THCDLYAV,TRSMAX1H,DAYOFWK
2249,La Habra,La Habra,33.9252,-117.9522,2.866863406,2.053377175,2.161651643,2.169026934,2.226507819,3.442713056,1.485389007,NA,2.196153846,0.805699615,0.058273927,0.036059157,0.117562779,0.036315297,0.160437913,0.072103896,0.057937289,12.36100192,0.042717944,9.362630327,0.022207984,0.043211816,9.377537955,0.01026887,0.003973669,0.004677694,0.003623087,NA,4.685646438,2.934731259,NA,3.999817418
2255,Ojai-Signal,Ojai-Signal,34.4458,-119.2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075609756,12.17073171,0.064993007,10.03846154,0.03786426,0.0655,10.03846154,NA,NA,NA,NA,NA,NA,NA,NA,4
2263,Escondido-E Valley Parkway,Escndo-EValy,33.1278,-117.0753,2.135838752,1.893010322,1.787293738,1.779085997,1.840274178,2.846527259,1.242957524,NA,0.931162064,0.39926334,0.04228435,0.023217539,0.078376126,0.021799858,0.110088168,0.044863463,0.057464478,12.06455203,0.046957014,9.402283911,0.028304103,0.047439554,9.400557103,0.008782263,0.003863624,0.004608842,0.003644794,NA,2.959658806,2.233107225,NA,4.000184383
2266,Fontana-Arrow Highway,Fontana-Arrw,34.1005,-117.4922,NA,NA,1.543449512,1.53412561,1.595515122,2.135268293,1.106129268,NA,NA,NA,0.058066262,0.034602423,0.076969697,0.021248001,0.120677524,0.055583201,0.075010928,13.2075416,0.056694762,10.01713273,0.027241828,0.057181764,10.00945254,0.003989064,0.001336957,0.001650473,0.00130321,NA,NA,NA,NA,4.000196213
2269,El Centro-State Street,El_Cent-Stat,32.7919,-115.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053894928,10.24516908,0.04527431,9.604441777,0.032641289,0.04572569,9.609243697,NA,NA,NA,NA,NA,NA,NA,NA,4.011990408
2274,San Diego-Island Avenue,Sn_Diego-Isl,32.7272,-117.1536,4.352055245,2.198007458,2.345630583,2.331534891,2.49442169,3.629432624,1.539980201,NA,1.282934132,0.601632941,0.060026281,0.03253679,0.135977654,0.035839893,0.183815617,0.068529011,0.053768724,10.08448173,0.043493413,9.563772455,0.028780606,0.043931437,9.580838323,0.012181928,0.004692437,0.005560246,0.004197171,NA,5.330481283,2.805144247,NA,3.999708625
2291,Yuba City-Ag Building,Yuba_City-Ag,39.1222,-121.6033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057938969,12.52376188,0.0485005,10.13286713,0.028867183,0.048966533,10.13386613,NA,NA,NA,NA,NA,NA,NA,NA,4.011471322
2292,Chino-Central,Chino-Centrl,34.012,-117.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086108108,12.60432432,0.062367568,9.627027027,0.028261251,0.06287027,9.632432432,NA,NA,NA,NA,NA,NA,NA,NA,4.001079914
2293,Fremont-Chapel Way,Fremont-Chpl,37.5358,-121.9616,2.438916017,1.955649831,1.180015668,1.176184792,1.215707612,1.747522213,0.852462948,NA,0.17561013,0.06500551,0.035452247,0.020844069,0.06957185,0.017457922,0.107164665,0.041390644,0.039364111,11.72858977,0.030858584,9.88875642,0.018605381,0.031337674,9.894167278,NA,NA,NA,NA,NA,2.70048429,2.090446808,NA,3.999176654
2294,Rio Vista-Army Facility,Rio_Vista-Ar,38.156,-121.69,NA,NA,0.271981132,0.27395625,0.299675,0.48125,0.14596875,NA,NA,NA,0.0244375,0.014234414,0.0078125,0.001321379,0.0295,0.015504966,0.0414375,10.50625,0.035597484,9.547169811,0.02515274,0.036037736,9.603773585,NA,NA,NA,NA,NA,NA,NA,NA,4.01875
2297,Paso Robles-Airport,Paso_Robl-AP,35.627,-120.6897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062180451,11.72932331,0.05143609,9.736842105,0.032096183,0.051887218,9.736842105,NA,NA,NA,NA,NA,NA,NA,NA,3.985074627
2299,Victorville-Fairgrounds,Victrvll-FG,34.5233,-117.3036,NA,NA,2.180579977,2.186166667,2.229967853,2.580941447,1.750444317,NA,NA,NA,0.043170875,0.020444579,0.039635937,0.009628464,0.074433353,0.030114118,0.070363186,12.32067685,0.057247733,10.52143446,0.039647547,0.057689613,10.5362737,0.010857143,0.006128485,0.007188718,0.005993143,NA,NA,NA,NA,4.001196172
2300,Hemet-State Street,Hemet-StateS,33.7416,-116.9583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065753304,11.990262,0.054452922,9.56377551,0.035149683,0.054948748,9.561920223,NA,NA,NA,NA,NA,NA,NA,NA,4.000231857
2301,Yucaipa-5th Street,Yucaipa-5thS,34.0341,-116.9458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116625,13.41041667,0.091012474,10.2952183,0.058358531,0.091530146,10.3014553,NA,NA,NA,NA,NA,NA,NA,NA,3.997920998
2306,Costa Mesa-Placentia,Cos_Mesa-Plc,33.6561,-117.9297,NA,NA,2.201632326,2.167537138,2.41020495,3.44370661,1.398887413,NA,NA,NA,0.05518315,0.027911018,0.110776046,0.03035159,0.153509469,0.058224317,0.054374057,10.81809955,0.041099789,9.462466084,0.024592377,0.041576726,9.474223696,0.010206561,0.003215422,0.003930199,0.002848733,NA,NA,NA,NA,4.00060042
2310,Pasadena-E Walnut Street,Pasadena-EWl,34.1494,-117.8763,3.245264453,2.57448861,3.654326996,3.612677113,3.841552182,5.166982922,2.552255218,NA,0.838130381,0.382117651,0.091854913,0.054209799,0.177472426,0.0564942,0.244604779,0.110070307,0.102963989,12.10618652,0.070546296,9.001851852,0.03280127,0.071026852,9.002777778,0.012430025,0.00573542,0.006629237,0.005009835,NA,3.947735618,2.960540991,NA,4.003663004
2312,Edison,Edison,35.3458,-118.8505,NA,NA,0.492801679,0.498446485,0.504268868,0.751834382,0.314575472,NA,NA,NA,0.028506632,0.012345694,0.017696651,0.004500077,0.042552918,0.016837443,0.066251439,12.76075715,0.055082243,9.743992967,0.03760502,0.055566126,9.739792928,NA,NA,NA,NA,NA,NA,NA,NA,4.005836008
2313,Redding-Continental,Redding-Cntn,40.5847,-122.3858,NA,NA,0.787438017,0.799446281,0.821669421,1.454545455,0.410958678,NA,NA,NA,0.033430322,0.014023202,0.036355283,0.006990749,0.065409334,0.021007171,0.056570632,11.42007435,0.048542593,9.882407407,0.031367633,0.048996296,9.867592593,NA,NA,NA,NA,NA,NA,NA,NA,3.998142415
2320,Gilroy-9th Street,Gilroy-9th,36.9997,-121.5752,NA,NA,1.1321068,1.139568886,1.141233413,1.615647482,0.856714828,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050134463,12.89855618,0.040107854,9.921332832,0.023090589,0.040582112,9.920831768,NA,NA,NA,NA,NA,NA,NA,NA,4.002548194
2321,Morro Bay,Morro Bay,35.3664,-120.8428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014873201,0.005215811,0.013567228,0.002630446,0.027966922,0.008167019,0.039810654,11.44687531,0.035670134,10.01442732,0.027885086,0.036119541,10.02581215,0.001675588,0.000354096,0.000494171,0.000360646,NA,NA,NA,NA,3.999419561
2324,Sacramento-Meadowview Road,Sacto-Meadow,38.4803,-121.4745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050992661,12.27431193,0.041634779,9.777701308,0.02688476,0.042103923,9.77884836,NA,NA,NA,NA,NA,NA,NA,NA,4.009386447
2325,San Francisco-Ellis Street,S_F-Ellis,37.7841,-122.4311,NA,NA,2.061863776,2.062998134,2.120107809,2.815595525,1.54026168,NA,NA,NA,0.037333333,0.023756182,0.128644068,0.060917255,0.156271186,0.083936923,0.0125,6.5,0.007375,5.5,0.003457143,0.007875,5.5,0.002357143,0.000560938,0.000858993,0.000517429,NA,2.7,2.108553,NA,4.002286336
2327,El Cajon-Redwood Avenue,El_Cajon-Rdw,32.7908,-116.9424,2.114300748,1.871010591,1.725184698,1.716355615,1.755363996,2.557203927,1.19911368,NA,0.584325576,0.2896489,0.042127011,0.023724782,0.055483009,0.016991459,0.088374019,0.040653031,0.057402419,12.12308593,0.045848727,9.244123671,0.026799641,0.046341851,9.255339901,0.00697644,0.003086547,0.003719484,0.002888183,NA,2.632502884,2.144573867,NA,3.999031383
2329,Davenport,Davenport,37.0119,-122.1939,NA,NA,0.364741895,0.364606733,0.368982673,0.497357268,0.280957118,NA,NA,NA,0.012940159,0.004994017,0.014028473,0.004266802,0.025356484,0.009206025,0.037318891,11.72975984,0.033333746,9.619318885,0.026159347,0.033781548,9.59504644,0.001940261,0.000808825,0.000977157,0.000846068,NA,NA,NA,NA,4.000717961
2332,Nipomo-South Wilson Street,Nipomo-S_Wls,35.0397,-120.4793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020063665,0.008986164,0.026849284,0.005478333,0.042003633,0.014181899,0.045234818,10.8060054,0.038890501,9.521680445,0.026121063,0.039337101,9.514762949,0.010607879,0.001797709,0.002288966,0.001567242,NA,3.128070175,2.478652018,NA,4.001808913
2333,Riverside-Magnolia,Rvrside-Mgnl,33.9463,-117.4011,NA,NA,2.169469788,2.184182253,2.20280719,3.258477381,1.586246138,NA,NA,NA,0.063161263,0.037978422,0.122222696,0.035767619,0.167909556,0.073703821,0.084235453,12.31258457,0.061407307,9.419485792,0.029903433,0.061879567,9.430311231,0.009066107,0.003271466,0.00386378,0.002934407,NA,3.548046463,2.601959324,NA,4.002390145
2335,Sacramento-1025 P Street,Sacto-1025_P,38.582,-121.493,NA,NA,1.566145604,1.585752747,1.65232967,2.337912088,1.056725275,NA,NA,NA,0.047032967,0.027823323,0.098406593,0.026568416,0.137445055,0.054387019,0.04217033,11.34340659,0.032392857,9.708791209,0.018313804,0.032758242,9.700549451,0.004666667,0.000876119,0.00124346,0.000757667,NA,3.066473988,2.209078295,NA,3.99726776
2342,Paso Robles-10th Street,Pas_Rob-10th,35.6333,-120.6916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043740597,11.2692607,0.035773364,9.857476636,0.021128331,0.036227934,9.851246106,0,0,0,0,NA,NA,NA,NA,3.996628631
2345,Twentynine Palms-Adobe Road,29_Palm-Adbe,34.1437,-116.0541,NA,NA,0.793868883,0.790609057,0.812516159,1.055401662,0.559762696,NA,NA,NA,0.019792899,0.009327485,0.009201183,0.001710859,0.027159763,0.01103911,0.059541695,9.758998435,0.052719294,9.96069674,0.043265416,0.053159669,9.964716391,0.000364683,6.46E-05,0.00010562,6.64E-05,NA,NA,NA,NA,4.006
2347,Willits-Firehouse,Willits-Fire,39.413,-123.3536,NA,NA,1.922141221,1.922141221,1.949812977,2.56870229,1.362335878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031188119,10.86138614,0.02319802,9.683168317,0.01325618,0.023544554,9.683168317,NA,NA,NA,NA,NA,NA,NA,NA,3.994490358
2353,Yosemite Village-Visitor Center,Yos_Villg-VC,37.7486,-119.5869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045247148,10.48859316,0.039604762,10.00380952,0.027892315,0.040039048,10.03809524,NA,NA,NA,NA,NA,NA,NA,NA,4.032258065
2360,Lompoc-S H Street,Lompoc-S_HSt,34.6377,-120.4577,NA,NA,0.518532891,0.521946012,0.528004275,0.90823982,0.34264059,NA,NA,NA,0.015905496,0.007971509,0.019134237,0.004112763,0.032514116,0.011889181,0.041613206,11.4942492,0.037012684,10.03528032,0.027746704,0.037464613,10.02654018,0.001082705,0.00028394,0.00037485,0.000299903,NA,NA,NA,NA,4.001054964
2365,San Francisco-23rd Street,S_F-23rd,37.775,-122.418,2.524245155,1.883510689,1.885057143,1.889137199,1.935511429,2.525306122,1.374882857,NA,NA,NA,0.047777778,0.029179677,0.119715015,0.033052614,0.159029787,0.059727209,0.025728363,6.711225364,0.019254397,10.25954526,0.012545676,0.019715144,10.28657229,0.007519413,0.002463549,0.003204019,0.002271368,NA,2.942307692,2.072513402,NA,3.999185999
2367,Fresno-Olive Street,Fresno-Olive,36.7252,-119.75,3.048368954,2.058613172,2.311363261,2.304079614,2.552028343,3.739680793,1.302782884,NA,NA,NA,0.05247414,0.028433456,0.126625664,0.038470874,0.167477654,0.066771336,0.053121212,11.63168044,0.042006066,9.523297491,0.024674205,0.042446926,9.562172594,0.007912149,0.003069777,0.003686377,0.002815485,NA,3.676055936,2.496503136,NA,4.000817884
2368,Del Mar-Mira Costa College,Del_Mar-Mira,32.9524,-117.2633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065483871,0.034258846,NA,NA,NA,NA,0.054444082,12.10878265,0.046341196,10.12141955,0.034224068,0.046813922,10.10151643,NA,NA,NA,NA,NA,NA,NA,NA,4.000526094
2371,Beverly Hills-Franklin Canyon,Bev_Hill-Frn,34.1041,-118.4083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077874421,12.22799794,0.060179752,9.876549587,0.033509733,0.060649793,9.901859504,NA,NA,NA,NA,NA,NA,NA,NA,4.010277492
2372,Livermore-Old 1st Street,Livrmor-Old1,37.685,-121.7658,2.178634906,1.891360602,1.188374617,1.195805872,1.216303884,1.859959112,0.809418224,NA,NA,NA,0.035539444,0.019911343,0.064314337,0.01675524,0.098333333,0.037677196,0.045069655,11.81948106,0.035058269,9.652885683,0.020015975,0.035532186,9.66218091,NA,NA,NA,NA,NA,2.511136609,2.042640382,NA,3.999861745
2373,San Francisco-Arkansas Street,S_F-Arkansas,37.7661,-122.3977,2.146567428,1.849567862,1.20231627,1.192595941,1.25057335,1.611911547,0.927460048,NA,0.21115354,0.09996078,0.033287227,0.02036267,0.061523645,0.018914808,0.099930184,0.04285646,0.029477695,9.351169424,0.024503252,10.50302339,0.017864388,0.024958129,10.46081004,0.003980844,0.001542904,0.001897327,0.001502391,NA,2.380296565,1.965858496,NA,3.999431301
2379,West Los Angeles-S Robertson Blvd,W_LA-SRbrtsn,34.046,-118.447,4.814505777,3.067712875,3.652144758,3.594984034,3.842664715,5.349654071,2.396719532,NA,1.149680948,0.369000146,0.097524698,0.051313634,0.188011885,0.064203998,0.26143798,0.116062535,0.067172524,11.8343983,0.047254662,9.388385722,0.02256995,0.047745871,9.401172083,0.011301075,0.004108773,0.004831559,0.003629554,NA,5.947114775,3.565872739,NA,4.00106383
2381,Stockton-Union Island,Stockton-Uni,37.958,-121.29,NA,NA,0.148815789,0.148460526,0.183822368,0.276315789,0.065368421,NA,NA,NA,0.023333333,0.01279129,0.01,0.00187136,0.031428571,0.01453296,0.040134228,10.98657718,0.03395302,10.06711409,0.02311037,0.034395973,10.06711409,0.001842105,0.000297842,0.000492,0.000270789,NA,2.243243243,2.047080135,NA,4.032894737
2382,Gasquet-Ranger Station,Gasquet-Rngr,41.8333,-123.9666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.002144831,0.009,0.001291778,0.0138,0.003417978,0.027263158,10.48421053,0.022914894,9.638297872,0.013574699,0.023319149,9.542553191,0,0,0,0,NA,NA,NA,NA,4
2393,Santa Cruz-Bostwick Lane,S_Cruz-Bstwc,36.9835,-121.9888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040883765,11.25124792,0.033305516,9.625059439,0.02033858,0.033756776,9.633143129,NA,NA,NA,NA,NA,NA,NA,NA,4.008311565
2395,Arbuckle-Hillgate Road,Arbuckle-Hll,39.0125,-122.0913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06203252,12.69241192,0.053392954,10.25474255,0.034622426,0.053826558,10.21680217,NA,NA,NA,NA,NA,NA,NA,NA,4.02165088
2396,Mountain Home-SF Headquarters,Mtn_Home-SFH,36.2,-118.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079310345,11.7816092,0.067383721,11.86046512,0.047159459,0.067883721,11.86046512,NA,NA,NA,NA,NA,NA,NA,NA,4
2397,Fairfield-Gregory Street,Fairfld-AQMD,38.2369,-122.0561,NA,NA,0.882111111,0.900272222,0.907605556,1.511111111,0.534127778,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043558646,12.01636999,0.035381602,9.655352895,0.022536969,0.035854718,9.64853291,NA,NA,NA,NA,NA,NA,NA,NA,4.001744094
2401,Westmoreland-Route 86,Westmore-#86,33.1188,-115.1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069204545,11.1875,0.058062147,10.79096045,0.045077778,0.058570621,10.79096045,NA,NA,NA,NA,NA,NA,NA,NA,4.016949153
2402,Lodi-Ham,Lodi-Ham,38.13,-121.271,NA,NA,1.130615196,1.153389706,1.20914951,2.125,0.647772059,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06887931,13.70043103,0.054639485,10.18025751,0.027987751,0.055107296,10.18025751,NA,NA,NA,NA,NA,NA,NA,NA,3.995418099
2403,Norco-5th Street,Norco-5th,33.9305,-117.5511,NA,NA,4.150283333,4.1239,4.1982,5.7,3.10985,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087608247,12.42268041,0.066140206,9.587628866,0.031548723,0.066589691,9.587628866,NA,NA,NA,NA,NA,4.370689655,2.276932241,NA,4.006185567
2404,Santa Barbara-Canon Perdido,S_Barbr-Cann,34.4202,-119.6997,NA,NA,2.482976575,2.485130141,2.584020822,4.058823529,1.666006767,NA,NA,NA,0.045220264,0.027319564,0.119282334,0.031187548,0.182111903,0.066030702,0.044619478,10.77434806,0.035257463,9.317164179,0.022769009,0.03570629,9.35554371,0.009906103,0.004590537,0.005261082,0.004278649,NA,3.647335423,2.557115434,NA,4.000514139
2405,South Lake Tahoe-3377 Tahoe Blvd,S_Tahoe-3377,38.9458,-119.9669,NA,NA,1.957983338,1.929371038,1.979150341,3.374079127,1.20758663,NA,NA,NA,0.028691563,0.011455169,0.035933094,0.010228768,0.060923928,0.021691653,0.052881404,9.245966601,0.046607143,9.338435374,0.037085942,0.047019841,9.361111111,NA,NA,NA,NA,NA,2.408896493,2.046664495,NA,4.001072961
2407,El Cajon,El Cajon,32.795,-116.9619,2.051724138,1.658523685,2.521595668,2.510920578,2.601318919,3.618018018,1.787848649,NA,1.18336933,0.656639201,0.06020654,0.035188893,0.09858864,0.033110923,0.143855422,0.068281808,0.063333333,10.83505155,0.048821918,8.859589041,0.029087091,0.049337329,8.868150685,0.01120438,0.006268018,0.006948593,0.005766788,NA,2.948542024,2.33013681,NA,4.001683502
2410,Vallejo-304 Tuolumne Street,Vallejo-304T,38.1025,-122.238,2.669482603,2.061286533,1.306725931,1.295242046,1.431505684,1.974715805,0.847658966,NA,NA,NA,0.027269362,0.014871474,0.080229027,0.020140958,0.117811412,0.039448064,0.03635601,11.33308884,0.029798441,10.2175149,0.020377543,0.030267217,10.21678129,0.003019414,0.001016813,0.001310698,0.000991478,NA,3.068593583,2.213867699,NA,3.999817134
2413,San Jose-4th Street,San_Jose-4th,37.34,-121.8874,2.564640356,2.005465978,2.123709554,2.118904826,2.244760433,3.2003447,1.46323969,NA,NA,NA,0.048465162,0.029148897,0.126237866,0.039002445,0.183525253,0.075837555,0.039756823,11.64162774,0.030348869,9.560870635,0.017237437,0.03082698,9.542916872,NA,NA,NA,NA,NA,3.01165133,2.222616875,NA,3.999754571
2414,Ojai-1401 Maricopa Highway,Ojai-1401Mar,34.4436,-119.2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071578947,12.16204986,0.060350487,9.64394993,0.035290539,0.060821975,9.653685675,NA,NA,NA,NA,NA,NA,NA,NA,4
2420,Reseda,Reseda,34.1991,-118.5327,3.14598908,2.302630748,2.260097249,2.231316036,2.453557774,3.261563937,1.42890828,NA,1.135742444,0.459474034,0.05580995,0.030856431,0.115281244,0.033655501,0.158693479,0.064428979,0.06621241,12.42719868,0.051656233,9.963298554,0.02730536,0.052136738,9.954695222,0.008958933,0.00363623,0.004388089,0.003256589,NA,4.250088855,2.867871767,NA,3.999543003
2427,South Lake Tahoe-Park Avenue,S_Tahoe-Park,38.95,-119.94,NA,NA,1.175662791,1.180976744,1.185110465,1.976744186,0.768866279,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045145985,9.901459854,0.039740876,9.306569343,0.031646565,0.040145985,9.313868613,NA,NA,NA,NA,NA,NA,NA,NA,3.99726776
2428,Fontana-Foothill Blvd,Fontana-Fthl,34.1061,-117.4573,NA,NA,2.484972256,2.495162847,2.533001206,3.670687575,1.917072376,NA,NA,NA,0.06881997,0.03891259,0.042918033,0.01947522,0.099856916,0.056766048,0.109965398,12.54901961,0.081728009,9.415509259,0.040958788,0.08218287,9.418981481,0.022026538,0.005374268,0.006170747,0.004733438,NA,NA,NA,NA,4.005727377
2429,North Long Beach,N_Long_Beach,33.8241,-118.1894,2.97709513,2.216754615,1.962303067,1.960029167,2.0667851,2.739577491,1.287530193,NA,0.890160643,0.357125271,0.063945146,0.036785757,0.123764678,0.043053672,0.173586753,0.079750971,0.042919856,11.74699575,0.031507762,10.02374792,0.019628067,0.031983275,10.00859361,0.013583675,0.005515538,0.005881687,0.004704381,NA,4.090550215,2.79109794,NA,3.999723298
2437,Crows Landing-Davis,Crow_Land-Dv,37.3711,-121.1322,1.706227106,1.535680696,0.56479429,0.562664714,0.594405564,0.739385066,0.388521962,NA,NA,NA,0.027386707,0.012638475,0.019269373,0.003780855,0.04152568,0.016451499,0.057081712,11.9463035,0.04771751,10.38287938,0.031945914,0.048164202,10.37743191,0.001083707,0.000104996,0.00017787,0.000101495,NA,1.953947368,1.742754545,NA,3.999270073
2456,Hollister-Hill,Hollistr-Hll,36.853,-121.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018661972,0.009504638,0.010633803,0.003608768,0.024859155,0.013112681,0.042121212,11.0959596,0.035651515,9.772727273,0.02455641,0.036045455,9.772727273,NA,NA,NA,NA,NA,NA,NA,NA,3.994949495
2460,Alpine-Victoria Drive,Alpine-Victo,32.8422,-116.7683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028735258,0.013652702,0.011609519,0.002677009,0.036526553,0.016136888,0.071210657,11.6584309,0.060095721,9.445038731,0.044672774,0.060572482,9.442456658,NA,NA,NA,NA,NA,NA,NA,NA,4.000735227
2468,San Juan Capistrano,San_Juan_Cap,33.5019,-117.6619,NA,NA,1.131789063,1.146710938,1.130767442,1.868217054,0.690813953,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07516129,11.90322581,0.05678125,10.125,0.027396774,0.0573125,10.125,NA,NA,NA,NA,NA,NA,NA,NA,4.02484472
2470,Aptos-Soquel,Aptos-Soquel,36.977,-121.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026516588,0.01198005,0.029742389,0.008010468,0.050947867,0.019968615,0.043733857,10.67602471,0.035877035,9.868051656,0.025334487,0.036349803,9.871982033,NA,NA,NA,NA,NA,NA,NA,NA,4
2472,Folsom-City Corporation Yard,Folsom-CityC,38.675,-121.1858,2.1,1.905822308,0.948170732,0.941463415,1.082317073,1.712195122,0.462004878,NA,0.426241135,0.180780284,0.029072958,0.013194855,0.037479778,0.008443799,0.059888625,0.021685281,0.058137116,12.4822695,0.047866291,9.923230853,0.028267231,0.048346916,9.931417137,NA,NA,NA,NA,NA,2.307801418,2.02114461,NA,3.999829031
2474,Anacapa Island-Lighthouse,Anacapa_Isln,34.0152,-119.3608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014859002,0.004645498,0.005770065,0.001280936,0.018315257,0.005931462,0.054897452,9.778123058,0.048748134,9.824004975,0.041788711,0.049117537,9.807835821,0.001998562,0.000485796,0.000685821,0.000482042,NA,1.919760479,1.730269581,NA,4.052812859
2478,Anderson-Center Street,Anderson-Ctr,40.4516,-122.3,NA,NA,0.997151625,0.994789091,1.050787004,1.620938628,0.593776173,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061555556,12.28253968,0.051539432,10.32176656,0.032074098,0.052025237,10.30283912,NA,NA,NA,NA,NA,NA,NA,NA,3.993333333
2482,La Conchita-7128 Santa Paula,La_Conchita,34.3711,-119.3061,NA,NA,0.955333333,0.957607843,0.958598039,1.068627451,0.864784314,NA,NA,NA,0.029746835,0.017601143,0.028604651,0.008061538,0.053037975,0.025914286,0.050294118,11.24509804,0.038607843,10.95098039,0.027990217,0.039156863,10.62745098,0.001078431,0.000129787,0.000217822,0.000118725,0,NA,NA,NA,4
2484,Azusa,Azusa,34.1364,-117.9239,2.871794872,2.213172972,1.421972933,1.425590492,1.455945703,1.948619646,1.053395946,NA,0.462714932,0.151139882,0.06336504,0.038736612,0.061800699,0.016232441,0.111546148,0.054616578,0.07564925,12.54255124,0.054120838,9.706824003,0.027399374,0.054602543,9.696212953,0.00860719,0.003217568,0.003954016,0.002846956,NA,3.349188563,2.444083062,NA,3.999817418
2485,Upland,Upland-SanBr,34.1033,-117.6288,NA,NA,1.527543051,1.530508132,1.561999859,2.303505796,1.084151682,NA,NA,NA,0.06341105,0.038580782,0.065281644,0.016625154,0.115162977,0.054804914,0.075494942,13.20369689,0.05590184,9.712419503,0.027887463,0.056378289,9.710763569,0.008664193,0.002809105,0.003424285,0.002579579,NA,3.371127946,2.390598813,NA,4.000275507
2490,Woodland-West Main Street,Woodlnd-Main,38.6727,-121.7883,NA,NA,0.718059014,0.717989537,0.75360259,1.366284861,0.388958416,NA,0.139947002,0.028824561,NA,NA,NA,NA,NA,NA,0.049228856,11.74029851,0.040599106,9.909090909,0.023623292,0.041077496,9.914058619,NA,NA,NA,NA,NA,1.987371561,1.612940491,NA,4
2492,Burbank-W Palm Avenue,Burbank-WPlm,34.1758,-118.3169,4.973611111,3.195913472,2.798437966,2.763948933,2.963146786,3.737091879,1.929251081,NA,0.952777778,0.327388333,0.073249812,0.045846271,0.15652554,0.057703119,0.209551264,0.103236061,0.063928644,12.62907521,0.046657274,9.627076641,0.022399633,0.04714089,9.621477742,0.005320022,0.002473902,0.002856951,0.002225712,NA,2.706025,1.686852788,NA,3.999542543
2494,West Los Angeles-VA Hospital,W_LA-VA_Hosp,34.0505,-118.4566,4.330308585,2.193016401,1.388378201,1.35929151,1.487079927,2.161660929,0.832767212,NA,NA,NA,0.049912715,0.027141782,0.111414713,0.028109482,0.151376931,0.055153549,0.05457301,12.73009563,0.042558612,10.13344794,0.024152314,0.043051144,10.14322553,0.00863452,0.002983029,0.003614842,0.002601965,NA,5.000152952,2.590303555,NA,4.0002145
2498,Modesto-Jennings Road,Modesto-Jngs,37.6388,-120.9961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065141243,15,0.051949153,11.46327684,0.026539053,0.052491525,11.46327684,NA,NA,NA,NA,NA,NA,NA,NA,3.983146067
